index,stars
280,3.727837849658605
281,3.82
282,3.95
283,4.008360312521262
284,4.47
285,3.36
286,4.22
287,4.314429177735686
288,4.0
289,3.56
290,3.72
291,4.022286679505201
292,4.648542265674285
293,3.36
294,3.23
295,3.4442089744090523
296,4.75
297,3.6103466483198288
298,4.153392781820289
299,5.0
300,3.7529631030822497
301,2.466676564394695
302,4.0
303,3.7885004696944216
304,3.969498743032155
305,4.1078566113910995
306,4.04
307,3.0000000000000004
308,3.77
309,4.999999999999999
310,4.049286942525501
311,3.1689255155244465
312,4.21
313,4.0
314,3.28
315,3.8056082837091423
316,4.44
317,3.33
318,2.93
319,3.7712423227909384
320,4.0
321,4.21
322,4.34
323,3.68
324,3.9310877486509743
325,4.0
326,4.27
327,4.0
328,3.96103463715177
329,3.3432946754797985
330,5.0
331,3.268019452700318
332,3.78
333,4.677707604409054
334,3.0
335,3.35
336,3.8
337,3.57
338,4.028780454897622
339,3.98
340,4.12
341,2.89
342,3.86
343,4.288825716863292
344,3.74
345,4.29
346,3.17
347,3.19
348,3.3
349,3.89
350,3.86
351,3.53
352,2.91
353,4.138069821201018
354,1.43
355,4.1697101811096475
356,4.22
357,5.0
358,2.58
359,3.63
360,3.18
361,3.582670437566056
362,3.8349479800104374
363,4.08
364,5.0
365,5.0
366,4.09
367,2.89
368,2.88
369,4.0
370,3.6
371,3.487219023701667
372,3.42
373,3.6
374,4.98
375,3.0721635153757614
376,4.474904643763538
377,4.56
378,4.947733849407322
379,4.66843938301238
380,3.46
381,3.746248224957242
382,5.0
383,4.065494096563493
384,3.388941840865462
385,1.0
386,2.728929102586649
387,1.6446604471707629
388,3.4690289799236256
389,3.6875621375278445
390,3.87
391,4.470229413558912
392,4.04
393,3.8566620162941434
394,4.6
395,4.8
396,4.06
397,3.5702777121291236
398,4.25
399,3.67
400,3.657947007722564
401,3.0
402,2.77539853633839
403,3.022688147279645
404,3.5
405,3.48
406,2.6633742151249034
407,3.8281958358259813
408,2.9543752168791015
409,4.282012639676194
410,3.5716686957836616
411,3.26
412,3.3587403689153184
413,3.418048196110028
414,4.280046830180429
415,3.7948144704342273
416,2.0
417,5.0
418,4.67
419,4.511001441015432
420,4.17
421,4.721732556658699
422,1.0
423,3.38
424,3.92
425,3.6
426,4.11
427,1.0
428,4.44
429,4.14
430,3.61
431,3.68
432,3.207745735965404
433,4.23
434,2.63
435,3.53520298191979
436,2.79
437,4.19
438,2.783503767430545
439,4.0
440,4.16
441,5.0
442,2.33
443,4.25
444,3.7758724284575806
445,4.1396089979644355
446,3.550041941607159
447,4.17
448,4.35
449,5.0
450,4.793688036896278
451,1.0
452,4.720688755645921
453,3.89
454,3.230294818345884
455,3.9670543793333954
456,4.01
457,4.06
458,3.64
459,2.47
460,4.39
461,3.36
462,4.49
463,4.1814308506139595
464,3.83
465,3.76
466,4.85
467,3.0
468,4.83
469,3.3542415310526414
470,3.15
471,2.4
472,3.0
473,4.26
474,4.41
475,3.7897111991594574
476,3.63
477,4.123721708505502
478,4.09
479,4.33
480,2.75
481,2.0
482,3.739237464341903
483,4.45
484,3.46
485,4.36
486,1.85
487,4.0
488,4.67
489,2.923569431868596
490,4.78930799482341
491,3.82
492,4.0
493,4.21
494,3.881410560675499
495,3.5785930812625493
496,3.7496769328648543
497,4.57
498,3.86
499,4.73
500,3.31
501,3.42
502,3.88
503,4.4
504,3.8138114592967196
505,4.69
506,5.0
507,2.9
508,4.2003487479552275
509,5.0
510,2.741491577776281
511,4.82
512,3.5646773227404673
513,3.64
514,3.5435458936807844
515,3.568258720189985
516,2.14
517,4.17
518,2.67
519,5.0
520,5.0
521,5.0
522,2.9630020224146625
523,4.13
524,3.795878913688449
525,4.0175412831535455
526,4.15
527,3.11
528,4.427006498319581
529,3.0
530,3.51
531,4.008519084273253
532,1.0
533,4.39
534,4.38
535,4.435385247861281
536,3.91
537,3.0
538,4.65
539,5.0
540,4.0
541,4.09
542,3.58
543,2.8
544,3.5
545,4.69
546,4.31
547,5.0
548,3.96
549,3.233187152515764
550,3.0499598286222036
551,3.69
552,4.651711210776165
553,4.541215021132524
554,3.3397345755521526
555,3.0000000000000004
556,3.5
557,3.560500061818899
558,4.172580049631329
559,4.56
560,3.92
561,3.9258711220621665
562,5.0
563,3.0956807269164077
564,4.41
565,4.6
566,4.12
567,3.92
568,4.35
569,3.94
570,3.34
571,1.0
572,3.910543788614443
573,3.15
574,3.36
575,3.345738590689053
576,3.5551662812092295
577,3.78
578,2.0
579,5.0
580,3.775495620793328
581,4.09222596815707
582,4.357992599205913
583,3.2436989093198445
584,2.88
585,3.0
586,3.78
587,4.6596999903648975
588,3.8879261721432425
589,3.285269426394271
590,3.73
591,2.67
592,5.0
593,3.640095974897904
594,3.2834275458873328
595,3.66
596,4.18
597,2.91
598,2.88
599,3.97
600,1.3245456362273498
601,1.0
602,4.056300873635648
603,3.0
604,4.999999999999999
605,3.87
606,2.24
607,3.5686413465272855
608,4.41
609,3.93759794845142
610,2.877907471675003
611,2.039916444299737
612,4.232071255209283
613,3.6206298425895285
614,4.75
615,4.38
616,4.1
617,4.55
618,4.0
619,4.0
620,3.0
621,4.435376014811491
622,4.96
623,3.5203157962878304
624,3.0
625,4.3
626,3.67
627,4.37448833260029
628,3.57
629,4.05
630,3.57
631,1.92
632,4.48
633,3.13
634,3.9694079395843707
635,4.29
636,5.0
637,3.57740114159298
638,3.67
639,3.7291137407373105
640,3.43
641,2.0
642,3.25
643,5.0
644,5.0
645,4.367615236011171
646,3.67
647,3.86
648,4.406805048953376
649,3.870510632103234
650,3.4
651,3.8
652,4.659290869800771
653,4.483500285184802
654,4.524732106336831
655,2.86
656,4.0
657,4.47
658,3.35
659,4.0
660,4.4
661,4.16
662,3.8426368529957746
663,3.81
664,2.9
665,4.67
666,3.0
667,5.0
668,3.03
669,2.071355665704027
670,3.88
671,3.16
672,4.798274747868986
673,2.7984830065656054
674,3.8276151311446562
675,4.063268325198767
676,3.733586635634595
677,3.5
678,4.25
679,3.65
680,4.33
681,3.86
682,3.75
683,4.435700438229414
684,3.64
685,2.973665961010276
686,4.05
687,3.03
688,4.6
689,3.70354620308172
690,3.73
691,3.76
692,3.64
693,4.153932803150007
694,3.7465815406516128
695,4.3198190246506485
696,4.43
697,4.187133310509432
698,3.771894747451819
699,3.73
700,4.297397072673991
701,3.48
702,4.0
703,3.93
704,3.9979100106763834
705,3.96
706,3.005834778154032
707,3.673557887588261
708,3.2
709,4.0
710,3.46
711,4.004516620796559
712,4.125646050695595
713,3.57
714,2.9170475340514184
715,3.29
716,4.356020667822612
717,4.479732132333075
718,3.85
719,5.0
720,5.0
721,4.21
722,3.7322607003462207
723,5.0
724,4.35
725,2.1235232328157227
726,5.0
727,3.5
728,3.8170655550113612
729,3.48
730,5.0
731,2.0
732,3.51
733,3.36
734,4.17
735,3.78
736,4.43
737,1.0
738,3.959246599794171
739,3.837656387782379
740,4.19
741,3.82
742,4.04573610414287
743,5.0
744,1.8
745,3.31
746,3.9965901216713697
747,4.48
748,3.67
749,3.3159850051233914
750,3.61
751,3.33
752,3.72
753,3.494599987578325
754,3.67
755,3.8361304447126563
756,4.32
757,4.2
758,4.3257160614329955
759,3.541456251485444
760,5.0
761,4.550907259471121
762,3.12
763,3.67
764,3.7595562983828983
765,4.19
766,3.35
767,4.16
768,4.432152093150168
769,3.5
770,5.0
771,3.78
772,3.68
773,3.6800793916780954
774,1.59
775,3.58
776,4.57
777,4.3
778,3.5961868031823507
779,3.82
780,3.2231009736749905
781,4.143048800207119
782,3.8461124907043156
783,4.009434497738092
784,5.0
785,3.9149516083205196
786,2.33
787,3.77
788,4.67
789,3.83
790,4.999999999999999
791,4.64468292645278
792,4.03
793,3.46
794,3.468387112207398
795,3.8146986810255004
796,3.6
797,2.5
798,4.222726751127913
799,4.44
800,4.4
801,3.7994663498234535
802,1.0
803,4.063715260052805
804,3.1221063951600145
805,4.0
806,3.77
807,3.59
808,3.44
809,5.0
810,4.631395604078202
811,3.6
812,4.03
813,2.6074477458016503
814,3.53
815,3.900713494927775
816,4.13
817,3.2293658677535757
818,3.6873130574540363
819,4.67
820,3.97
821,3.293634611828451
822,4.0
823,3.66
824,4.91
825,3.64
826,4.0
827,4.0
828,3.87
829,4.37
830,3.5
831,4.0
832,4.0
833,1.67
834,1.67
835,4.616653634990769
836,4.07
837,4.18
838,5.000000000000001
839,5.0
840,3.9792154419162116
841,4.071354023030459
842,3.38
843,4.12
844,3.0
845,4.48
846,3.94
847,4.26
848,3.534836396484363
849,4.19604175353676
850,3.8457682043718218
851,3.947291266405747
852,4.45
853,4.4
854,4.17
855,4.67
856,3.744246771046245
857,4.23
858,4.1055107652539515
859,4.18
860,3.62
861,4.15254970799879
862,2.4926739681448296
863,4.280447785166741
864,4.6
865,3.502570458724379
866,4.000482400058026
867,4.35
868,3.58
869,3.91
870,5.0
871,3.2088303689913813
872,4.830612065934121
873,3.63
874,3.86
875,3.0000000000000004
876,4.06
877,1.0
878,3.52
879,3.56
880,3.589308388057756
881,1.0
882,4.66
883,5.0
884,3.2248373390537037
885,4.0
886,3.82
887,4.75
888,2.572920227304816
889,3.6306299580227894
890,4.0
891,3.7943626511618405
892,3.72
893,3.0
894,5.0
895,4.2
896,4.57
897,4.0001555901609915
898,4.589448103923944
899,5.0
900,3.894576432874417
901,4.651475327554374
902,2.0
903,4.48
904,2.9999999999999996
905,3.56
906,3.7969406145313442
907,3.337751113053782
908,4.571440841673216
909,3.76
910,3.44
911,3.77
912,4.59
913,4.19
914,3.63
915,3.384351189171035
916,4.75
917,4.05
918,3.92
919,4.4
920,4.02
921,3.89126536816674
922,4.13
923,4.37
924,3.7707261289217637
925,3.72
926,5.0
927,4.292072450145678
928,3.84
929,3.83
930,3.43746478445966
931,4.04
932,3.8
933,3.988639012799858
934,3.440151295849558
935,3.41
936,4.0
937,3.13
938,4.0
939,5.0
940,3.3491830226014043
941,3.3
942,3.59
943,4.75
944,3.5
945,4.22
946,3.23
947,3.92
948,4.0
949,4.0465351745493585
950,3.74
951,3.24
952,3.46
953,4.137039881908035
954,4.16
955,3.75
956,3.75
957,3.6058411866004296
958,4.07
959,3.67
960,4.8
961,4.277776454907191
962,4.317534870917735
963,2.79
964,3.71
965,4.11
966,2.8936650695753157
967,3.7963503363386213
968,3.51
969,2.5
970,3.720704334685727
971,4.44
972,4.023365287886437
973,3.62
974,3.592119535821943
975,4.35
976,4.69
977,3.5734532167215796
978,3.82
979,3.997589235937207
980,3.27
981,4.370464522962011
982,4.4
983,2.0
984,4.043718823120361
985,3.289984198640591
986,3.848775920141696
987,3.86
988,3.22
989,4.0
990,3.8441483755881936
991,3.2550230873684263
992,3.67
993,2.68
994,4.159153588342391
995,5.0
996,3.49
997,4.21
998,2.85
999,3.91
1000,3.299203555308483
1001,2.0
1002,3.47
1003,4.07
1004,4.1
1005,3.4795478262277726
1006,4.844426200541424
1007,3.61
1008,4.0
1009,3.77
1010,4.13
1011,3.85
1012,3.83
1013,3.0
1014,3.74
1015,4.76
1016,4.08
1017,3.96
1018,2.83
1019,3.0
1020,4.150723409045105
1021,2.59
1022,3.84
1023,3.7878069422713874
1024,3.0
1025,3.67
1026,3.8459958607534874
1027,3.75
1028,3.58
1029,3.68
1030,3.6233413618888544
1031,3.0
1032,4.35
1033,4.238338730446075
1034,4.25
1035,2.06
1036,4.64
1037,3.2616669958644877
1038,3.67
1039,3.0
1040,3.4029007713153834
1041,3.489678562860517
1042,5.0
1043,4.0
1044,4.14
1045,4.64
1046,3.68
1047,1.0
1048,3.41
1049,4.483730135962102
1050,5.0
1051,1.59
1052,3.2097431580367908
1053,3.2389998067581245
1054,1.0
1055,3.9439541239990623
1056,4.03
1057,4.71
1058,4.811536202032137
1059,3.8230269756658704
1060,4.25
1061,5.0
1062,2.0
1063,4.52
1064,3.6044842650474784
1065,3.829305975535403
1066,5.0
1067,3.8
1068,3.3835612401371145
1069,4.010529251023502
1070,5.0
1071,4.398840988720456
1072,4.27
1073,3.7998693333412206
1074,4.9
1075,3.61
1076,3.86
1077,3.43
1078,3.82
1079,4.11
1080,2.18
1081,2.464253364238827
1082,4.014338520274753
1083,4.75
1084,4.54
1085,3.7
1086,1.0
1087,4.0093205494385415
1088,4.03
1089,4.75
1090,4.18
1091,4.0
1092,3.9
1093,5.0
1094,3.3362058268012773
1095,3.84
1096,5.0
1097,5.0
1098,4.75
1099,3.8
1100,5.0
1101,4.016630912523336
1102,3.2981672953721466
1103,3.836682437151958
1104,4.75
1105,3.48
1106,4.67
1107,5.0
1108,3.97
1109,4.03
1110,3.778258060243303
1111,4.7104423389724275
1112,5.0
1113,4.15
1114,2.75
1115,4.38
1116,3.98
1117,3.2
1118,4.8
1119,3.0000000000000004
1120,3.4064775485092813
1121,4.17
1122,4.56
1123,3.73
1124,3.68
1125,4.35
1126,4.05
1127,4.144209714440413
1128,3.47
1129,4.087872404812592
1130,3.4851744771494184
1131,3.9285918404438416
1132,4.1384845227816145
1133,4.01413595390607
1134,4.75
1135,2.0
1136,3.339526901084348
1137,3.648513115225283
1138,3.1808605753102834
1139,3.85
1140,5.0
1141,4.0
1142,5.0
1143,3.08
1144,3.61
1145,4.62
1146,3.35
1147,4.21352089191773
1148,3.89
1149,3.530271604768875
1150,3.530298065012815
1151,2.75
1152,3.495817733634525
1153,3.36
1154,3.186411317528569
1155,3.944243203167952
1156,5.0
1157,5.0
1158,3.31
1159,3.942947217105457
1160,3.71
1161,4.25
1162,4.44
1163,3.71
1164,3.6834280988745127
1165,3.732009830726186
1166,3.74
1167,3.43
1168,4.92
1169,3.75
1170,4.413365175406246
1171,3.76
1172,4.74
1173,3.5918607605825885
1174,3.97
1175,4.0
1176,4.227423810185583
1177,3.75
1178,2.9816696044143227
1179,3.573742479864885
1180,3.969790078893772
1181,3.69
1182,3.46
1183,3.89
1184,3.0
1185,4.19
1186,3.41
1187,3.248733635378668
1188,3.45
1189,3.75
1190,4.0
1191,5.0
1192,3.664129710538439
1193,3.85
1194,4.0
1195,4.017868396551343
1196,3.0
1197,4.3495092811035105
1198,4.0
1199,3.0
1200,1.86
1201,3.27
1202,2.62
1203,4.13
1204,3.73
1205,3.5435576684454264
1206,3.67
1207,3.8093849979820944
1208,2.5522242239439037
1209,2.67
1210,4.27
1211,5.0
1212,5.0
1213,3.77
1214,4.0
1215,4.0
1216,5.0
1217,4.13
1218,4.04
1219,2.83
1220,3.688549560290547
1221,3.77
1222,3.67
1223,3.6108097953557823
1224,3.5349435038601498
1225,3.655207481493337
1226,3.7482408699581597
1227,4.05612638934873
1228,4.04
1229,4.121171464684731
1230,3.13
1231,3.52
1232,3.9226342390074262
1233,3.56
1234,4.518942570456862
1235,3.3316925568287585
1236,3.57
1237,3.83
1238,4.43
1239,3.63
1240,3.17571632326014
1241,4.280699071253739
1242,3.98
1243,5.0
1244,3.4785037353596118
1245,3.3944896155411155
1246,3.58
1247,3.6411331789615153
1248,1.77
1249,5.0
1250,3.61
1251,3.4282710842147543
1252,3.5
1253,5.0
1254,3.36
1255,5.0
1256,2.979832744528547
1257,3.81
1258,3.74
1259,3.749834563383689
1260,4.23
1261,4.384827949947827
1262,3.62
1263,3.744904639646409
1264,4.36
1265,4.71
1266,3.124986735885775
1267,4.066528682531465
1268,3.84
1269,3.29
1270,3.6
1271,3.17
1272,2.0
1273,3.98
1274,3.7821090886918345
1275,3.75
1276,3.82
1277,4.65
1278,4.121468987618203
1279,3.976448468846692
1280,4.282217618807576
1281,5.000000000000001
1282,3.13
1283,3.820300345963423
1284,1.9273372911462237
1285,3.932154725891345
1286,4.14
1287,3.9417886536634907
1288,5.0
1289,3.66
1290,3.05
1291,3.66
1292,4.07
1293,4.29
1294,3.7881930811099522
1295,2.5
1296,3.05
1297,4.33
1298,3.91
1299,3.72
1300,5.0
1301,4.045830391336442
1302,4.63
1303,4.079202650009299
1304,3.64
1305,3.76
1306,4.58
1307,2.0
1308,3.8
1309,3.3628867468057972
1310,3.67
1311,4.67
1312,4.75
1313,2.23
1314,4.275581510806003
1315,4.999999999999999
1316,3.68
1317,3.918015954497211
1318,4.75
1319,3.83
1320,3.17
1321,4.85
1322,4.07
1323,4.326927370080752
1324,3.7
1325,3.6282142741929104
1326,3.0
1327,4.0
1328,4.06
1329,3.5367538552456277
1330,4.04
1331,3.87
1332,5.0
1333,3.56
1334,3.46
1335,3.17
1336,3.7969957713047164
1337,4.0
1338,4.304055042214396
1339,3.0
1340,2.0
1341,3.92
1342,1.0
1343,4.46
1344,5.0
1345,3.9
1346,3.0
1347,4.0
1348,4.362089198960222
1349,3.75
1350,4.07
1351,3.78
1352,4.115825288754616
1353,3.67
1354,3.46
1355,3.67
1356,4.38
1357,3.57
1358,3.0603556251781625
1359,4.32
1360,4.338390458080156
1361,4.536813520451477
1362,3.934753472626573
1363,3.9755451496217162
1364,3.95
1365,3.7826348874988556
1366,4.2
1367,1.0
1368,3.9643797892156507
1369,3.7752413418387882
1370,3.64
1371,3.8944025986753235
1372,2.0
1373,5.0
1374,3.082727413110267
1375,3.5455910899902325
1376,2.640165139781333
1377,4.73
1378,4.841517660616267
1379,3.5629044817482165
1380,3.84
1381,3.6
1382,4.36
1383,5.0
1384,3.62
1385,3.92
1386,3.54
1387,3.95
1388,3.98033954381017
1389,3.468125550761443
1390,4.3
1391,3.7662834008569477
1392,3.53
1393,3.59
1394,4.0
1395,3.9899208802405295
1396,4.14
1397,3.74
1398,3.76
1399,2.9638092582675246
1400,5.0
1401,4.22
1402,4.0
1403,3.61
1404,4.151505574044055
1405,3.73
1406,4.31
1407,4.08
1408,3.724256812075878
1409,4.444288694121725
1410,4.67
1411,4.0
1412,2.83
1413,4.143489596834955
1414,4.46
1415,3.77
1416,4.396701642925793
1417,4.52
1418,2.95
1419,3.47023407322231
1420,3.9
1421,5.0
1422,3.8667982689978917
1423,1.55
1424,4.47
1425,3.9088805360482475
1426,4.55
1427,1.4
1428,4.068939818835999
1429,3.754796726073898
1430,4.0
1431,3.75
1432,4.44
1433,1.61
1434,4.05
1435,5.0
1436,5.0
1437,3.04
1438,2.0
1439,4.2
1440,3.85
1441,5.0
1442,4.33
1443,3.95
1444,3.58
1445,3.7956704703684583
1446,3.86
1447,3.35
1448,2.7677247809741203
1449,3.790602085771823
1450,3.95
1451,4.0
1452,3.4679083172476126
1453,2.77
1454,4.43
1455,2.98
1456,4.04
1457,3.52
1458,4.69190486544842
1459,1.0
1460,4.19
1461,4.75
1462,4.109585304450112
1463,5.0
1464,4.17
1465,5.0
1466,4.034846883505874
1467,2.7
1468,4.0
1469,4.67
1470,3.7139988258447945
1471,3.76
1472,4.8
1473,3.824349355797049
1474,3.7
1475,3.5
1476,4.11
1477,3.69
1478,4.27
1479,3.7713396485606507
1480,4.4
1481,4.28
1482,5.0
1483,4.37
1484,4.14
1485,4.26
1486,3.97
1487,4.25
1488,3.79
1489,4.33
1490,3.523738796823736
1491,3.52
1492,3.4
1493,4.13
1494,3.7951993344829917
1495,2.722014691382498
1496,3.56
1497,3.6297447459476024
1498,4.392711354193073
1499,4.330309320610107
1500,3.9933163137561625
1501,4.72
1502,3.72
1503,3.8868951435872106
1504,4.34
1505,3.93
1506,4.785979106252967
1507,3.921930488980577
1508,3.81
1509,4.14
1510,3.53
1511,3.81
1512,3.69
1513,3.193496668567948
1514,2.0
1515,4.52
1516,3.4898277863537763
1517,3.586083500924193
1518,4.248012899437598
1519,4.05
1520,4.146905304439024
1521,4.64
1522,3.52
1523,5.0
1524,2.61
1525,3.34220509871132
1526,3.6200781934681294
1527,3.5
1528,3.73
1529,3.33
1530,2.81
1531,4.02
1532,3.93
1533,3.9127237015119376
1534,3.74
1535,4.67
1536,3.0241709932437284
1537,4.19
1538,4.73
1539,3.56
1540,2.83
1541,4.244162326014724
1542,2.939473743951545
1543,3.5150760666011944
1544,4.0
1545,3.68
1546,3.81
1547,4.225301592978638
1548,4.0
1549,3.65
1550,4.66
1551,4.170167244683405
1552,4.08
1553,3.571859818372296
1554,3.69
1555,3.6241978349182835
1556,4.0
1557,3.67
1558,3.74
1559,4.0
1560,4.54
1561,3.5
1562,3.33
1563,4.15
1564,4.0
1565,3.6
1566,4.48
1567,3.49
1568,3.296796612082401
1569,4.0
1570,4.1
1571,3.936290241342525
1572,3.54
1573,5.0
1574,4.25
1575,4.62
1576,5.0
1577,3.807435134984463
1578,5.0
1579,3.89
1580,3.67
1581,5.0
1582,3.76
1583,4.268782222552598
1584,3.8
1585,2.0
1586,3.63
1587,5.0
1588,3.94
1589,5.0
1590,4.42
1591,3.62
1592,3.630469566320478
1593,3.17
1594,4.083531149857236
1595,3.45
1596,3.76
1597,4.33
1598,3.7783390581927483
1599,3.921788834631503
1600,3.76777054180043
1601,3.14
1602,3.83
1603,4.0
1604,3.477508400474831
1605,4.122500777294203
1606,2.89
1607,3.1816254590491435
1608,4.0
1609,2.92
1610,2.33
1611,4.050382738164385
1612,3.8816987090428405
1613,3.359425843483569
1614,4.0
1615,3.0
1616,4.588824652564622
1617,2.98
1618,4.999999999999999
1619,3.95
1620,4.33
1621,4.172373387110651
1622,1.5
1623,4.15
1624,2.0
1625,4.61
1626,3.7530772620603585
1627,4.309319349475389
1628,4.11
1629,4.75
1630,4.010425371366604
1631,5.0
1632,3.6
1633,2.14
1634,2.6761716979960566
1635,4.64
1636,4.020239858319815
1637,5.0
1638,4.146937636573451
1639,4.14
1640,3.9069710744637383
1641,3.34
1642,5.0
1643,5.0
1644,3.27
1645,2.95
1646,3.162496130456648
1647,2.0
1648,4.16
1649,4.07
1650,3.85
1651,3.6320549172487873
1652,3.1651000790861072
1653,4.0
1654,3.69
1655,3.85
1656,3.993343690168341
1657,1.5813793737896287
1658,2.75
1659,3.47
1660,3.46
1661,3.3561374623181366
1662,3.115205064040722
1663,4.0
1664,4.162947726058791
1665,3.82
1666,4.220790589547664
1667,3.6
1668,3.9723833632989427
1669,3.76
1670,4.61
1671,3.58
1672,4.0
1673,3.2
1674,5.0
1675,3.4371776791007314
1676,2.0
1677,4.250918970148945
1678,3.56
1679,3.1708298563621313
1680,3.97
1681,3.62
1682,4.2
1683,4.42
1684,4.02
1685,3.16
1686,3.510224474128589
1687,4.2
1688,3.55
1689,4.71
1690,4.54
1691,5.0
1692,4.27
1693,3.82
1694,3.7714623447355433
1695,5.0
1696,3.95
1697,3.4476018049360957
1698,4.19
1699,2.0
1700,2.0436388451160155
1701,4.0
1702,3.93
1703,3.82
1704,5.0
1705,3.9097367489197383
1706,4.33
1707,2.2404918365027764
1708,3.25
1709,4.49
1710,5.0
1711,3.8974035774037414
1712,3.8007294576241124
1713,4.35
1714,4.0
1715,4.0
1716,3.2158553874632068
1717,4.0
1718,4.0
1719,3.74
1720,4.12
1721,4.27
1722,4.426796948874418
1723,2.0147675420444022
1724,3.0
1725,4.0
1726,4.233080810878707
1727,4.45
1728,3.6
1729,5.0
1730,3.08
1731,3.8078133145692585
1732,3.91
1733,4.574946871029423
1734,3.11218535973832
1735,3.93
1736,4.1
1737,3.54
1738,4.75
1739,5.0
1740,4.43
1741,4.75
1742,1.83
1743,3.6059976491515546
1744,3.951153020711454
1745,4.29
1746,2.83
1747,3.9465956157155024
1748,5.0
1749,3.14
1750,3.61
1751,3.7308397893985443
1752,3.14
1753,3.88
1754,4.31
1755,4.37
1756,3.55
1757,3.72
1758,3.034521544697803
1759,3.85
1760,3.0
1761,3.4648185883918687
1762,3.85
1763,4.28
1764,4.0
1765,5.0
1766,4.0
1767,3.4402572091790242
1768,3.12
