,user_id,business_id,stars
74690,hVp7Ls-IW2zpbfhb5R_rSg,2tC8oReqFUT0_uVQ3kHePA,4.0
161017,qqSsylr1Q1TXbf8uPK0EEA,vR5Hppx__U_VXObK8VPLOw,3.0
177649,sj8tc_v0ukEXsvUJH2zj8g,vOfz55MmWgjNQ3BA2PnhgQ,3.0
38563,PkoFnKN7pokxmz5DPM1j7A,-PL-4fFYPYrOjnNd0lO4Lg,5.0
140969,xZH-mB7ul5pphSdcI7e6-Q,pLjCXF7nPTN28hHKEkkbOA,3.0
239189,oMyLx0db2PJGHNB8k-b5Rw,uEzodpjckhsVQFfsXpFR0w,2.0
29986,uo8OBnZbDAOrojBTJiZasA,HDv-KchmLSlRr5MXxRkNqQ,2.0
114866,UjmrPsR8n6_M824LN8rjlw,NXU5CcXh2y0Ns5OJQ2wkgg,1.0
215683,om6N9OCGj0Fd6jugiUr5NQ,JEoi9ITPZM58EnZBAubijA,5.0
246776,Urq-3sd7mNY1zcdCtrrERA,SwxWDOD9lPpb3veSeVafIA,4.0
159173,acTWgerHlbADKw4wVDwlpQ,AZQKMMvX9m1-uTdLPMzK3g,1.0
86908,8KyJ4sR6fm-0ACcuyCJ3sw,-BxWyEIQ6wypT-37MzZizQ,5.0
249412,2jlimdYxRiZt0-OegVqvqQ,eBj_YyJU5jVu6tbZCkdtDA,5.0
37199,uoBD8ag_VlHXtOtelUqnzw,rJdEbOWNfAELa0YETWf9Lg,5.0
92657,MzSoyLRmZvzprf_lhGsj2w,Hdnx6cZBo0JfZopnQDWVYg,3.0
172469,Of25Cr34vNaINpebFMRkWw,T70pMoTP008qYLsIvFCXdQ,5.0
198220,vupnMb60HSaTZrMPYsNsiw,_eKvk2GoGKb3CoYolHgRlg,4.0
225923,bIaICnIMrhdeVi-Im4xbbw,LjwVx0P37xXSNZaVUQkqxQ,5.0
5076,y9xU3pZbmKTMEbxftkRsqQ,LwNZ1AR4_5iukgQYuhmTOg,1.0
198934,PZYzVIbqokacJ4LJzNXDAA,HRLHrJudlNsmtY-je3PDLQ,5.0
130599,ZNWoBlpNIS33Oh2BcG9omw,j1fqqRf2Aa6H-igmGJ4eUw,3.0
153432,Dbu31jwBgN9T67x2UKP31Q,OD09pm-MzynigAvD5KoGPA,5.0
124478,O7VesRFKF8-LagK6aBwu1w,3SozmlI5K7xapJBE41Ah1g,1.0
242540,rLxuEIbYiEqcT8zHkruiTA,RqAP37Oi5Oyo_ZvDg5vcQQ,4.0
204591,bICgk40CKqBl-_ptxXGr1g,E3m-twP4h0-qzakUTBYDpw,4.0
130893,Jgc5IvGJ51IYaFyv01Y-SA,4-ErDo1ggAg0DWrVwPa-IQ,2.0
134493,WdZXKWoC9OC72kkvHZhUgA,HZrvNH7VTHUDcYqwF1B8jQ,3.0
71953,39GsTzJH2zcNSorEJPpsWw,uet3BcIwFW487z_xtePsrw,4.0
155749,iaTKesAzXXYzTg1eCBGnJw,BuS11AF9XSHEShscxQEzeg,5.0
126904,bxPGFnYj6cxEmjtn1nOg-A,dxvsOCvRPnHB6P3IN-KDuw,4.0
207042,1iMtOlXd7BRaCDejF1wZIA,FaCxpKgHPgUO9vqyOny5CA,1.0
65802,HcT3BZLc25R9eekoHBA1MQ,3p0SYIaMbJ8j-yeK_do5Qg,3.0
172625,lCkR8V1fNtnRaqM3D-WPUg,407jyweZL39-WScJazVBMQ,2.0
115495,yv976ljGm8iBQvft70-u7g,wWuGa3OOQJro_XGe-GKBXA,5.0
123343,954agvFbqeh70UAJl1EDsw,SlQNMsVEOSxN-ciIn93LOw,5.0
190251,x0WpP0mtnrU_ni7xxwEVKA,J-FuCgC_2TVC3cMBec0w8A,5.0
158768,HQv3cpiQz4vd7LWyn7JH1Q,MZkP-I91Df4XgmVelGBGng,5.0
88691,wurfvHZF2B1jzWj9QRRnGQ,1hBmklxIBhw9nu9NjOTaQA,2.0
190497,5SrF6FhWYzoTWsK9KPcz0Q,5Qoq8cif3nMCQUN-urH8YA,4.0
168627,WTZNZz3I2SHaQECS3BHs4A,Fl2yDmC0B0TTVsNixxVXfA,3.0
70218,rzG4fvakx5EmYFGEH6C4RQ,3n6Ki1m1Qwy3KK3asRPgHQ,5.0
180400,6vK-tl-9Y-8fRSjIU2tSMQ,h_4dPV9M9aYaBliH1Eoeeg,3.0
75536,InMTEPxRxByYtqYtMg_TxQ,RPO5ISR18Xllgk9ahdPepA,4.0
210608,mb2ZCVoglkfitoBGR1lk2w,PLVGvzeCY7hqTLqHBGVflg,3.0
129186,KkkcimK1PS9JhL1_AajbMA,DEeGnshpgUOIOjhq_dd5Ug,4.0
94113,_PfKQ19In1w_QzNkXF_iYA,LnRn6ECHdqTeoFF0c8FKYw,1.0
213450,jBhV1tmV49LD65CzoP9k_w,vchjO0Vs5FwW2tpFnCimqg,2.0
124641,DYNHc9IxYwdJuGuC4bvpAw,QZJpXx1TbOXqzLx6u6xmaQ,1.0
71996,ytxOfgK5C9E4slvMxn9h9A,AnXovUgUHJap3QaDRnjL1w,5.0
128783,InKddwoI5lX4BraVTyYghQ,DMyoxEaTGTakZxWgh1D5bw,5.0
138739,3-gjOD1yNftY_oJtASYCnQ,u2NsBZp8Se_65rs6ydI0NQ,5.0
209399,-Sz4vlU-b8jZ9UB9BYbx8g,xxo0GsAFxQzUGStmCG6jWw,5.0
152318,dRmVtYDmtowf6nuL0g6IZQ,uvPv-iPbOtp0Zhgzwn0A3w,4.0
182218,fdWuxiAYlqSaWyz4s8mTHQ,YFvnkR2XXeU6Qz9dY4ZaEw,5.0
179315,m94sRjotS_k54x0r4XtLyA,XIgTZdZqJLuaYnaWG3jyFw,4.0
206072,2jM_iqf8UxNoqkGjLSjvZA,jluEI1ZDQDeJlbl-M3YH3Q,5.0
145782,cqNklQgPdi4S2bDRBljJcQ,0kzPQQL8wVcHlBQzMdRdWQ,3.0
155378,31MuEXoJ2xCs9ZdhAosdXA,AMxxi7jyxhcdNF7FIRbUVA,3.0
216430,u6wAG4h60a0vOikJ1wtjcg,FLMxWQO-ckCQmGZhU9OQgw,4.0
219817,v5k6uJYeof2ZnCGt7P77aA,83nnHcuC-PvkcUregRAr7Q,3.0
240205,GbdtP-FO_3GJ6nTLNmyaAA,MVg8_dWzoCtGjBvWCatjjQ,5.0
242138,A18_07AQjqxmd_DMzjwcBQ,AGEdjgYU0u-EAXFR0Sot3w,3.0
85535,C5bnEFwyDXaDKXoY5NiEkQ,AMTNJbYbu0OMMAkx4meQxw,3.0
236229,48hfc8Qg_KAwPvpWblYOdg,8tMy7yEeNVYylVVFRlPmdQ,3.0
243153,3-ggqbweplryzIK7qO44lw,bfK3fOfyFdRCLZzSrtzEMw,4.0
64454,u1E1u5pfG7X4aBP2eDTPdw,5jTmjxb1X34EfcY1gos4tw,4.0
18793,3-xFPLs7nz7YF_PGYrZ-2g,c5N-XCk-ntpyYRsYkwH7kA,5.0
67644,HcT3BZLc25R9eekoHBA1MQ,uLzgiSqVg5Pr93VVXSdOlg,3.0
143727,8_8R20JrKy8Q0KpObUwM4g,EiWOgRl-v7KLV09VaBt1RA,5.0
90453,lESh_PBG6woJ61wUqkLxng,QfWFxmXqRGixztgaZN0gOA,4.0
3869,n07_7NVp-V-cHBABNhOX5A,xsFeeqZS6PoVvwseEefzEw,1.0
87266,G2A64VMC_Cp3eA3E6vUDlA,3TRgD3KLVis61eGvMZrykA,4.0
5244,8ZVkLr-qWIhRokcRcRU1pA,fTHJO6uqIwzcqyXxjQhdDw,5.0
93488,AomCKd1tTI6qA70YckRwag,N93EYZy9R0sdlEvubu94ig,2.0
249776,84dZBtlbGNDK4r5eMoTgFQ,Egn5h9fStvVKcFH7kaLQig,3.0
12948,3nFTpnd1gGRR6Tj0G5mQ1w,jyTtTFa169XYSD5KRMQsHg,5.0
184334,unlY7E6HxKHGQBeKKRB1Jg,xzj6q131hJE59tBkhe3Gag,2.0
159940,YIgcUqIgEvcjKtq6xbRI0g,Az_60nNuh1FH8Ds8oasZjw,4.0
63839,AFuWOLBTuoMZ-mQiHiZIzg,s0UcfGpvOwoGERpvMGSi8w,3.0
82963,MzSoyLRmZvzprf_lhGsj2w,kAiD3y_JOdOhuVXFkxzzUg,4.0
171805,0IGpZVUasT3fubxFSWPGcA,hZDNYOfZnVp10pFsycr8rg,3.0
239126,R41t_hsUxpGBie21z0fzBQ,32JWhoH-Kiu1wRFTvHvW9Q,5.0
184164,wsR6Z4le4oVP1WnjFAWCsw,V_35UreRWiOmHUM3WFlX4A,4.0
21178,r4VBEPk5TJXiFmvBcyTE0A,qPeHkpE_2rx7BYhJ4XmZ8Q,4.0
78854,J01lRTDV6EIpJ_YHXjbi5g,XmxRXzCFkzQK23kkHgUgLA,4.0
116419,yHMNrMBSvzw_fxBAyPCo_A,e7N0AW-sKkJmRIpEovxBAg,1.0
188981,Vi3Dp0QUaMNRSq6pNCNcIQ,fPX6XsfCPWnJwCyxsBVnxw,5.0
139057,hGuNPKzDslGlcA1lb1_nSA,k1c_bC3DK6mKg797vH1T8w,4.0
90635,MzSoyLRmZvzprf_lhGsj2w,0pIhgokp0NeM9h8oQQULOg,3.0
127530,gRbkblNQoomLS7NjNwjcrQ,R85cLeVsvN1FketwQ_LyrQ,3.0
134846,1emaZKKPWQWazSSOJjIdTA,-vw3-EFSXYuNcRSr9SzwoA,4.0
21947,mSwTc_l_Sia4vw7vLQHFzQ,e5S5E2iGFs0fU1XMPmhWBw,5.0
71956,SSjh2E-7nrbHHAcvuTYm4Q,TQPxHfKykLLG6echeHru-g,5.0
185675,PcjqFRA5ogge3Xv1z31HNg,ri2GZt8qyFcWUHxoQfsZXg,2.0
182858,HbjON_Fvhh28jcDeO1dL3w,FTVDICd-uxoEGYh4pU0pcw,4.0
189566,o4nVplCufDDxLVGccu03Pw,IuSx68tb7iZa-aAeknXp8A,5.0
74178,MX1jBdQZKfuSGyEOkS--nA,PLVGvzeCY7hqTLqHBGVflg,3.0
208042,HM_4PEkC_NCaS3TOas-sAw,q9-wYYSd0iO2FNSx11Ig0Q,3.0
24323,DbfGUuqCpS239FKAWpNuJA,sMef_GZAv8pIn0pCxiOsaA,4.0
13573,_97in6uWgypvHJhTxacOCA,wb2BcN0YLGwdyIoWRHD_FA,5.0
49937,xjwXxBrXVGxItRualzS2nQ,fpuyZ31OpX11UlJGFWKoNw,4.0
201491,twyn3Cr4e4wdBktfici3Yw,C8_zdU7zGLUK3uC4e5AepQ,5.0
227995,OG8XoPgBeqmzXdwoHonBwQ,3MdLnbpkvTcsKkMszUv_3g,4.0
241031,t3yLimH-aniCK-7tlj88bA,OKZkEXzJt0XIamHRRTX-8g,3.0
116815,tMQZywd04ExIffL6IYkN-g,iJ4uoZkPNJ39Vfh0HirI3w,3.0
154224,R3lQwRdYB0vzAYfP-vQnPw,UotZUkpcI0p2J8RUAD36Ng,5.0
78240,0-7AAKQkZPM2b3DZuVJ36g,dT9316C_MJjATvv7GByROg,5.0
145059,E2AKeGUXi2Tv3uDkrh-mdA,IXHjZvtBKqG4qad7vzu2Ng,4.0
6381,nTJO-rW0PYdvyui4hlT-cw,kgw8nBO9ZMRhukfnJd6bxg,5.0
158383,D746EGFtSZWnUz1Qan1xWQ,LNGBEEelQx4zbfWnlc66cw,2.0
249989,WMMb3nidCzxBEN8cVsJrKw,0Buxoc0cRqjpvkezo3bqog,3.0
165011,EinRpc_l2KVYXE8659HeyA,LvNQkpggm72kJUTzO0juWQ,5.0
21117,4SlTDNFjhtZkmycqnimreA,Q4VYrJr_UPixyLXSnA4O2g,5.0
113617,7vCCPqR9cJoy_AY0BkdyUg,Rud4J5Hsjn_jjU9IaQ0Dpw,3.0
190802,HHWu1QCX7oNQ0oIxSrMHHw,LRH-s9pDy7fTtZGXyM3z0w,4.0
52376,O_Sg1ZsXBnz5rMVm5IQ2eg,rS39YnrhoXmPqHLzCBjeqw,1.0
128944,5Jni-Yc-KP71yN1jevskvQ,7pf_AgsW5oOd51jPVYA0xg,5.0
219439,1Xezf6puk5s_JH4Q7Di38w,dT70QOjn-o9pkdSAAPdSWQ,2.0
171307,7WT5uPKTpnPi8Z2Qz0PaLQ,DIdvV0HZUMZWiYg4OXyGJg,5.0
148209,aR6rQMWqxMBVch13dGCnSg,RAh9WCQAuocM7hYM5_6tnw,5.0
24779,mV17--VYvDy0eWW0gF0TGw,URFhSrJPk7JM2pUtsuWsAg,5.0
220705,T7xjLGL7N4YOh3K0-OddOg,UNfiku8qEyvGYjPK7w_gxQ,2.0
175091,-_OIS_EFHCcGX2Tg9wAGXw,NfM1YE-FJCToO1LB36T6lQ,4.0
248974,mPutIhJrAT8Ai9csXM9jDw,bFJSR6yha6Mxc6ynjFUZhA,5.0
198091,D-Xsdu-s-Koaj1nEdvyv-Q,ljBHfR3BI21EUE6tCWIGdA,4.0
241393,_SYhlBzCkECvZdpNfUiUgA,udFcIcbWbxrO8uLF95WnQg,5.0
85573,kInLI_AbxQBWpeCTJWln6Q,TLMysu1mWiLEslCBon5W1g,3.0
233517,6GHvrTrBZZ148NLyszYWgg,TAB_NFD7pjjouJUlCjCvKQ,4.0
109998,B3mAmGES8KyTpcyoU5ChfA,cKdox2gt3L1Dbb7MpOPdWg,4.0
20488,AqwpKjxMHbxJVNj0He8LSQ,0P46EQN6wGc52nONZX0kgQ,2.0
177992,OnJarhG0E56Va8yLPYEFJw,tMB_dSpCT65N9JhoBWZLNQ,4.0
182228,G5R5HWhiMA7uuilcji43eQ,d6G0w_e3GaA90NSQeovShA,1.0
26448,j1981ubRRPjeRTx9UkMJ5g,9d7N-I00hu-VkXFry4Da-g,5.0
52916,8fZCw_Ssts4ZnxvUVj4sdg,AOEjA6yCT2htzQCfbPy7vA,4.0
11178,xv5MqpoLP67VlzfFlPfE4Q,s_7ALFRcm-tOYM0oH9kaWw,3.0
231805,29n88n5GgsUvoZ9QZJLPFQ,kNa3FvRAhM2oKYFoilVDzQ,5.0
42200,ITgEphzUSt5ozyZGH8_Jyg,IjeyNYr4kefZ2uZfrtJqZg,5.0
208453,lwpszNR6PG2HeBb-P-gPeA,i03Q2vOtCGyaNQjaZs5-ZQ,5.0
184739,gvIpuKGjFtGpTUaBB1Agkg,KUlm5OuKYJ6nGj0EUwcY9w,1.0
189089,anMOsVqvXw9RuJLHi2Wlig,IabRbItRXwr6T0c5HHIaPA,4.0
108892,mR8R3HEfqUClez0x45Nk5A,_cs_J4j8XXyBgihJs83qUg,2.0
152358,mbUqXegTfYbqMYrILTeVhw,9Rs7n2LbINBN8kLbScjhmA,4.0
209420,RxQ82MTsiWi56qb8lXCN3A,qU4wrOVqDfddr9PP_ssmUA,5.0
27100,FYw5Fmd02njZAd2VXiKTsg,07AZL5XenCQ_-op_onKLdw,5.0
144653,nH0KBh5nX7LCn0PgYM6UPA,gJvkbZHUxwfNO5YMp_a4cA,4.0
12458,ydrvbCpOpxOU2Yyo-vDByA,TKcq0hOqesiDOwQb-ZwFAw,5.0
53230,UovKx97tIHahzzO2wP7aTQ,cGHdjkXa2n9B2apkicdCXQ,4.0
20426,AqwpKjxMHbxJVNj0He8LSQ,GUVfoORQiLODnXGVIEn7yg,5.0
205643,_V2qvH_7Mm4TrZRJia940Q,sBIT-DM6clmy_FT2qZhXZw,5.0
49978,0hZfE2He1YssM_wEvKhfcA,S2N-j0HFC3Ry0_KsxafShw,5.0
220852,dfVVFsulfxBSkUM1S-cdvQ,vKDI9qLe1z_B4nbUwh7oNA,4.0
182199,fdWuxiAYlqSaWyz4s8mTHQ,VzUo-RURV3VnfNItAYM8yg,5.0
217980,_5ewYJ_0Nw9e3nwfIQbyOg,bFaFb7wu7swOp5qD8lNMog,5.0
41509,NjYvpB7rSAHVRvkWzpUk3A,by9Vuifv_1mYzDvwVUReJg,5.0
80248,57X-uWo9___jFIabsLSntw,l2WFLLHJnO0cCheozTaRXQ,5.0
128372,0rYh9MHjNh04Lmw60QeEdA,oPkaBoX_0hVIBV_VXp7nlA,4.0
87550,z16RkzLnAY9FECSrR9iPNQ,C3PVq7UpeHd6nz1_e-AtkA,5.0
58815,7hB9U-4jlP4TTfAG_7_JGg,E94lGPASDOwEbbA3zvfxkg,5.0
125324,5VOx3bOPjbAMlUpKD3uzNA,MnYGGxWpMyQ7oncUPjbEmw,1.0
19131,S6HjqExxMAfjumqvhggU0Q,rhG-H3PNvMtuNdaKFcRwjg,5.0
162126,xOLjPtKsBaicbqWtRT_cwA,HRLHrJudlNsmtY-je3PDLQ,4.0
238205,ynRkJSonX8Unc5-uk3cw1w,4Jscimulh38Rq2hOgjb2Hg,3.0
122011,PHQUhpxzGeK0PkQ1XCEDVg,44YFU284Z3KDEy25QyVoUw,5.0
99624,Wge2WH8UTKfaIUK2vaOy0w,0-WocGTpO3Zm4q1Zzz49Rw,4.0
129249,cfBLgiGL5USo189nRynmUA,KqxJcRmPEdiUTXHwsZcOZw,2.0
200834,vH3inStDoVuhdxJddJTF6g,D9bf5U0y_0MnL9wMFc4bKQ,5.0
114456,MZEiwpamUMpj6fhSJOngbQ,wke61EJKd1Yw6q1BR1npZw,5.0
14455,bV5sSpx5HAGZgqni6mU-Ww,svT1TdTgTd4k4-utMCQU8w,5.0
143872,OcFyRwQyHxQTQq0jGkb1cQ,TCoBE_BkDRrK0bWrh5VueQ,3.0
1734,COVlw_kkgmRFxX_Z57zIDA,s_VpeEfBsG-sGg6Vyq8afQ,5.0
52714,W1OC9Sbyp7ICTAtGvAjjqA,PPMBRhovY0dNHCHFzk7pAw,5.0
210280,1gjEkxCxo5IC0rEPeKbNPw,GYbkinu-02gQwxBAdIuGAA,5.0
241832,Ht7pu0Fh8WwquNLPQIWUkw,cGQKUOAZm_VHcQOJWbatog,5.0
61786,syN8Zo8XjtucN8n_seBRsA,-PABBD9nMgAYZHSShqGsjg,5.0
118663,oOjnM_ZWhJEz2FhThYF2-g,F-PmkzyN80fVcNMN8Z2aiw,4.0
120342,yt-Zrvatf5PZwbXF3o0soA,OFdMlXxtkU_nUh8jJ4W6GA,4.0
29188,AvJx6AJ_xxezOIqN6qj3jQ,yuWvTW7oB_jxzHuBIxUCJQ,5.0
143237,BuQwOvRzOH4Q8Qwwo6B1kA,ZXQdja1lA8oMbTDuAHcf0A,5.0
210288,1gjEkxCxo5IC0rEPeKbNPw,TulmRC5V0--dnXYd_GOSvA,5.0
173652,Xdjev_EEaayS4Co-SIi-Zg,Cdywb13_07M1_g3U85VKTA,4.0
127110,Pu51ZbrOve6-_0Zme3jxpA,ubEa6XiMt6gOJ9xsUkbpEw,5.0
192654,kz9fslPbH0aVrYxom17lYQ,VkEGJmVgi7TOU6ZDi6piTQ,4.0
29466,ME4yRsHTOCL13rL043yPIw,W1Vn2G1disKO52jHARIZMA,5.0
245109,BeGK_bhorcfY6rab-_eDtw,RcB7STNxoSDjtoK1pXgWBg,4.0
222631,Uwg0w9uNoTIETyVsiFp_Uw,IXUoO2QcFergBHdR4wPf9g,3.0
124756,Vb_LlTgKTZMYnggMM6SfVw,8EvgKu_VpVXJ0KUvrxS7BA,4.0
209700,mp41h80FhJxMDSHo1Jx1ag,M6I0GmyIeS86IefFYUC3dA,5.0
239361,hCzMNVI91XwodmhwaXQccA,sfa7IPru2FRBaf7LX-lWqA,5.0
89926,qYEFLmVrvU9gFT9OnPit1w,zhqurYCKYSCZmIEtus1Mzw,4.0
243808,cVbH5ByNPoSzoaxNcpw35w,DkIEhR8behaIoSexekWV0Q,5.0
213238,Qk9-zjn83bJwG0AwNWDi4g,nlVjdQq9FzdQ3bfy-8y80g,4.0
184449,g_sukphT-Xj4qjf_yZMbww,lJOGYkb8_n77ixVh_3zaug,5.0
32520,cBhWT9YKtB83HZ4q33D98w,3HVbyqNpCbKWZ5ZNRIpO-A,3.0
224128,oV0rn_1mPqOcxEcuhfeaow,G7vqAwER6-skAbsDp6jLgg,5.0
14293,2oMtBPoc8dSrAgNjWdP-lQ,YCq8VGDRHO3JkiyUzQbyIw,4.0
86901,8KyJ4sR6fm-0ACcuyCJ3sw,PDKq1UQQG1UjVRJ12weQ8A,5.0
8024,3TvrMsA655HbY3kl5uxZwA,NwWYSYGHFyHQMmsXu0SiYA,4.0
70324,7Li2YlKJYkHZ-sc44iMqsg,8XFDd4uX-g5B4JJzIahPHg,3.0
48332,mp0Ig-8a8PsFF7l-7x22WA,B8ym13fwCHn4UdrHe-MUPw,5.0
15139,w1dLadUuCefFwV4ZdP8-EQ,kNZJMnTNXj42EfUGX3eRcw,4.0
14464,bV5sSpx5HAGZgqni6mU-Ww,vodVvMALuQPScQJpLhfcyg,4.0
247517,Y8dBf1KsGbDdZGh2Y3vVSQ,PV9CdNFDOX4_zWm3Sy3W8g,5.0
224068,jfL-gKfP0rVUIE6H60XkDQ,Ht-_i0UAq7YDBaqJwcQMdQ,5.0
219294,hxMfauz92EeSE0dJ93Bw7A,PJgNZN4UYLxP47cy_1c-DQ,2.0
72126,zKIh9bUnthJydKRRAHc_8w,ejSvwvEfS6pjVrFR5WQ2pA,4.0
173054,0dHBPR0U2pKU5r2DTCbPuQ,Apkr-qykgpUI5ltIw7B-7Q,3.0
209243,LPJduOmfuPAdJ_9oluJ43g,w5axMYWy5bcY0tiqAnYeRg,4.0
117545,24auGS9BSdwJWKHwNTxWBg,ObOI8Vopk60YlPA32AQDBg,3.0
7136,Pgg1M6O_7uUbwx_XXp9edw,keQlXWfz2K7GukqaReVyow,5.0
80967,ynK9E0NkxnU_b8kCwdSoSw,UoRSHohdGuzfrpydZ9j0Lg,4.0
231533,cub_QwCIKGaXksUsweWzPw,GU7ww3eoGTcXAze8VJtC7g,5.0
177768,3Y-T6AW5Ea0TbQZPSGtG6A,ODTI9W7fHMKNWZ3g8VcFUg,5.0
32136,Vqgtngey014F0bqj71q0aw,nkDSE-yhvLX4ij5fSzvb5Q,5.0
204720,u2RK1J_GnZtsizpzeI1fWQ,ahGptHMIRIBXR9wzqZqZwA,5.0
11402,z0Vq7fNo_uCI6FRkHapOQw,JxKWfZ6hG8iRnK8QL65jTw,5.0
112386,VfBZQC6E9sWjwbkIwd5OhQ,Y07qIurPKiUJDnTZWxZN2A,5.0
228435,a1cF0D4wG4h9QF37OEBdSw,wK1SMAzIpHh-KYbrs7m0nA,5.0
106477,b_4G_x-XmlzZlhTL0QpE-w,CIdyd88FK-4-YaEFo3Ht6A,4.0
216785,LQjdFnTY5EagNTbDnZK9dQ,wUPoQpzy_LKWMO_pgBgkBg,1.0
